31.96, 1854
42.838, 1762
41.706, 1869
45.103, 1765
39.848, 1765
48.985, 1298
41.876, 1159
44.79, 1924
42.382, 924
33.623, 1300
46.137, 1597
32.187, 1503
42.191, 1656
40.33, 1701
42.885, 1627
43.962, 1355
34.287, 1644
38.103, 1018
42.419, 1402
42.126, 1040
43.837, 1613
48.28, 1234
45.4, 1562
46.796, 1882
21.129, 1762
46.005, 1612
42.995, 1374
50.051, 1548
41.562, 1468
40.877, 1326
47.589, 1721
40.218, 1712
46.95, 1791
48.606, 1568
41.526, 1505
49.091, 1837
45.926, 1552
48.236, 1422
53.958, 2045
48.473, 1232
47.513, 2181
41.015, 1121
45.598, 1643
42.204, 1716
41.578, 867
42.695, 1440
39.618, 1645
36.675, 1680
43.148, 1487
43.868, 1543
